# N = 1000
# h = 0.01
# t0 = 0
# tf = 10
# time, Sun, Earth
6.36          -0.0001182455 -5.921744e-05 
6.37          -0.0001182399 -5.921743e-05 
6.38          -0.0001182347 -5.921743e-05 
6.39          -0.0001182298 -5.921742e-05 
6.4           -0.0001182253 -5.921742e-05 
6.41          -0.0001182211 -5.921742e-05 
6.42          -0.0001182173 -5.921741e-05 
6.43          -0.0001182139 -5.921741e-05 
6.44          -0.0001182109 -5.921741e-05 
6.45          -0.0001182083 -5.92174e-05  
6.46          -0.0001182062 -5.92174e-05  
6.47          -0.0001182045 -5.92174e-05  
6.48          -0.0001182033 -5.92174e-05  
6.49          -0.0001182025 -5.92174e-05  
6.5           -0.0001182022 -5.92174e-05  
6.51          -0.0001182023 -5.92174e-05  
6.52          -0.0001182029 -5.92174e-05  
6.53          -0.0001182039 -5.92174e-05  
6.54          -0.0001182054 -5.92174e-05  
6.55          -0.0001182074 -5.92174e-05  
6.56          -0.0001182097 -5.92174e-05  
6.57          -0.0001182125 -5.921741e-05 
6.58          -0.0001182158 -5.921741e-05 
6.59          -0.0001182194 -5.921741e-05 
6.6           -0.0001182234 -5.921742e-05 
6.61          -0.0001182278 -5.921742e-05 
6.62          -0.0001182326 -5.921743e-05 
6.63          -0.0001182376 -5.921743e-05 
6.64          -0.0001182431 -5.921744e-05 
6.65          -0.0001182488 -5.921744e-05 
6.66          -0.0001182547 -5.921745e-05 
6.67          -0.000118261  -5.921745e-05 
6.68          -0.0001182674 -5.921746e-05 
6.69          -0.0001182741 -5.921747e-05 
6.7           -0.0001182809 -5.921747e-05 
6.71          -0.0001182879 -5.921748e-05 
6.72          -0.0001182951 -5.921749e-05 
6.73          -0.0001183023 -5.92175e-05  
6.74          -0.0001183095 -5.92175e-05  
6.75          -0.0001183168 -5.921751e-05 
6.76          -0.0001183242 -5.921752e-05 
6.77          -0.0001183315 -5.921752e-05 
6.78          -0.0001183387 -5.921753e-05 
6.79          -0.0001183459 -5.921754e-05 
6.8           -0.0001183529 -5.921755e-05 
6.81          -0.0001183599 -5.921755e-05 
6.82          -0.0001183666 -5.921756e-05 
6.83          -0.0001183732 -5.921757e-05 
6.84          -0.0001183796 -5.921757e-05 
6.85          -0.0001183857 -5.921758e-05 
6.86          -0.0001183916 -5.921758e-05 
6.87          -0.0001183971 -5.921759e-05 
6.88          -0.0001184024 -5.921759e-05 
6.89          -0.0001184073 -5.92176e-05  
6.9           -0.0001184119 -5.92176e-05  
6.91          -0.0001184161 -5.921761e-05 
6.92          -0.00011842   -5.921761e-05 
6.93          -0.0001184234 -5.921761e-05 
6.94          -0.0001184264 -5.921762e-05 
6.95          -0.000118429  -5.921762e-05 
6.96          -0.0001184311 -5.921762e-05 
6.97          -0.0001184329 -5.921762e-05 
6.98          -0.0001184341 -5.921763e-05 
6.99          -0.0001184349 -5.921763e-05 
7             -0.0001184352 -5.921763e-05 
7.01          -0.0001184351 -5.921763e-05 
7.02          -0.0001184345 -5.921763e-05 
7.03          -0.0001184335 -5.921762e-05 
7.04          -0.000118432  -5.921762e-05 
7.05          -0.00011843   -5.921762e-05 
7.06          -0.0001184277 -5.921762e-05 
7.07          -0.0001184248 -5.921762e-05 
7.08          -0.0001184216 -5.921761e-05 
7.09          -0.000118418  -5.921761e-05 
7.1           -0.0001184139 -5.921761e-05 
7.11          -0.0001184095 -5.92176e-05  
7.12          -0.0001184047 -5.92176e-05  
7.13          -0.0001183996 -5.921759e-05 
7.14          -0.0001183942 -5.921759e-05 
7.15          -0.0001183885 -5.921758e-05 
7.16          -0.0001183825 -5.921757e-05 
7.17          -0.0001183762 -5.921757e-05 
7.18          -0.0001183697 -5.921756e-05 
7.19          -0.000118363  -5.921756e-05 
7.2           -0.0001183562 -5.921755e-05 
7.21          -0.0001183492 -5.921754e-05 
7.22          -0.000118342  -5.921753e-05 
7.23          -0.0001183348 -5.921753e-05 
7.24          -0.0001183275 -5.921752e-05 
7.25          -0.0001183202 -5.921751e-05 
7.26          -0.0001183129 -5.921751e-05 
7.27          -0.0001183056 -5.92175e-05  
7.28          -0.0001182984 -5.921749e-05 
7.29          -0.0001182912 -5.921748e-05 
7.3           -0.0001182842 -5.921748e-05 
7.31          -0.0001182773 -5.921747e-05 
7.32          -0.0001182705 -5.921746e-05 
7.33          -0.0001182639 -5.921746e-05 
7.34          -0.0001182576 -5.921745e-05 
7.35          -0.0001182515 -5.921745e-05 
7.36          -0.0001182457 -5.921744e-05 
7.37          -0.0001182401 -5.921743e-05 
7.38          -0.0001182349 -5.921743e-05 
7.39          -0.00011823   -5.921742e-05 
7.4           -0.0001182254 -5.921742e-05 
7.41          -0.0001182212 -5.921742e-05 
7.42          -0.0001182174 -5.921741e-05 
7.43          -0.000118214  -5.921741e-05 
7.44          -0.000118211  -5.921741e-05 
7.45          -0.0001182084 -5.92174e-05  
7.46          -0.0001182063 -5.92174e-05  
7.47          -0.0001182046 -5.92174e-05  
7.48          -0.0001182033 -5.92174e-05  
7.49          -0.0001182025 -5.92174e-05  
7.5           -0.0001182022 -5.92174e-05  
7.51          -0.0001182023 -5.92174e-05  
7.52          -0.0001182029 -5.92174e-05  
7.53          -0.0001182039 -5.92174e-05  
7.54          -0.0001182054 -5.92174e-05  
7.55          -0.0001182073 -5.92174e-05  
7.56          -0.0001182097 -5.92174e-05  
7.57          -0.0001182124 -5.921741e-05 
7.58          -0.0001182157 -5.921741e-05 
7.59          -0.0001182193 -5.921741e-05 
7.6           -0.0001182233 -5.921742e-05 
7.61          -0.0001182277 -5.921742e-05 
7.62          -0.0001182324 -5.921743e-05 
7.63          -0.0001182375 -5.921743e-05 
7.64          -0.0001182429 -5.921744e-05 
7.65          -0.0001182486 -5.921744e-05 
7.66          -0.0001182545 -5.921745e-05 
7.67          -0.0001182608 -5.921745e-05 
7.68          -0.0001182672 -5.921746e-05 
7.69          -0.0001182739 -5.921747e-05 
7.7           -0.0001182807 -5.921747e-05 
7.71          -0.0001182877 -5.921748e-05 
7.72          -0.0001182948 -5.921749e-05 
7.73          -0.000118302  -5.921749e-05 
7.74          -0.0001183093 -5.92175e-05  
7.75          -0.0001183166 -5.921751e-05 
7.76          -0.0001183239 -5.921752e-05 
7.77          -0.0001183312 -5.921752e-05 
7.78          -0.0001183385 -5.921753e-05 
7.79          -0.0001183456 -5.921754e-05 
7.8           -0.0001183527 -5.921754e-05 
7.81          -0.0001183596 -5.921755e-05 
7.82          -0.0001183664 -5.921756e-05 
7.83          -0.000118373  -5.921756e-05 
7.84          -0.0001183794 -5.921757e-05 
7.85          -0.0001183855 -5.921758e-05 
7.86          -0.0001183914 -5.921758e-05 
7.87          -0.000118397  -5.921759e-05 
7.88          -0.0001184022 -5.921759e-05 
7.89          -0.0001184072 -5.92176e-05  
7.9           -0.0001184118 -5.92176e-05  
7.91          -0.000118416  -5.921761e-05 
7.92          -0.0001184198 -5.921761e-05 
7.93          -0.0001184233 -5.921761e-05 
7.94          -0.0001184263 -5.921762e-05 
7.95          -0.0001184289 -5.921762e-05 
7.96          -0.0001184311 -5.921762e-05 
7.97          -0.0001184328 -5.921762e-05 
7.98          -0.0001184341 -5.921763e-05 
7.99          -0.0001184349 -5.921763e-05 
8             -0.0001184352 -5.921763e-05 
8.01          -0.0001184351 -5.921763e-05 
8.02          -0.0001184346 -5.921763e-05 
8.03          -0.0001184335 -5.921762e-05 
8.04          -0.000118432  -5.921762e-05 
8.05          -0.0001184301 -5.921762e-05 
8.06          -0.0001184277 -5.921762e-05 
8.07          -0.0001184249 -5.921762e-05 
8.08          -0.0001184217 -5.921761e-05 
8.09          -0.0001184181 -5.921761e-05 
8.1           -0.0001184141 -5.921761e-05 
8.11          -0.0001184097 -5.92176e-05  
8.12          -0.0001184049 -5.92176e-05  
8.13          -0.0001183998 -5.921759e-05 
8.14          -0.0001183944 -5.921759e-05 
8.15          -0.0001183887 -5.921758e-05 
8.16          -0.0001183827 -5.921757e-05 
8.17          -0.0001183764 -5.921757e-05 
8.18          -0.0001183699 -5.921756e-05 
8.19          -0.0001183633 -5.921756e-05 
8.2           -0.0001183564 -5.921755e-05 
8.21          -0.0001183494 -5.921754e-05 
8.22          -0.0001183423 -5.921753e-05 
8.23          -0.0001183351 -5.921753e-05 
8.24          -0.0001183278 -5.921752e-05 
8.25          -0.0001183205 -5.921751e-05 
8.26          -0.0001183132 -5.921751e-05 
8.27          -0.0001183059 -5.92175e-05  
8.28          -0.0001182986 -5.921749e-05 
8.29          -0.0001182915 -5.921748e-05 
8.3           -0.0001182844 -5.921748e-05 
8.31          -0.0001182775 -5.921747e-05 
8.32          -0.0001182707 -5.921746e-05 
8.33          -0.0001182642 -5.921746e-05 
8.34          -0.0001182578 -5.921745e-05 
8.35          -0.0001182517 -5.921745e-05 
8.36          -0.0001182458 -5.921744e-05 
8.37          -0.0001182403 -5.921743e-05 
8.38          -0.000118235  -5.921743e-05 
8.39          -0.0001182301 -5.921742e-05 
8.4           -0.0001182255 -5.921742e-05 
8.41          -0.0001182213 -5.921742e-05 
8.42          -0.0001182175 -5.921741e-05 
8.43          -0.0001182141 -5.921741e-05 
8.44          -0.0001182111 -5.921741e-05 
8.45          -0.0001182085 -5.92174e-05  
8.46          -0.0001182063 -5.92174e-05  
8.47          -0.0001182046 -5.92174e-05  
8.48          -0.0001182033 -5.92174e-05  
8.49          -0.0001182025 -5.92174e-05  
8.5           -0.0001182022 -5.92174e-05  
8.51          -0.0001182023 -5.92174e-05  
8.52          -0.0001182028 -5.92174e-05  
8.53          -0.0001182038 -5.92174e-05  
8.54          -0.0001182053 -5.92174e-05  
8.55          -0.0001182072 -5.92174e-05  
8.56          -0.0001182096 -5.92174e-05  
8.57          -0.0001182123 -5.921741e-05 
8.58          -0.0001182155 -5.921741e-05 
8.59          -0.0001182191 -5.921741e-05 
8.6           -0.0001182231 -5.921742e-05 
8.61          -0.0001182275 -5.921742e-05 
8.62          -0.0001182322 -5.921743e-05 
8.63          -0.0001182373 -5.921743e-05 
8.64          -0.0001182427 -5.921744e-05 
8.65          -0.0001182484 -5.921744e-05 
8.66          -0.0001182543 -5.921745e-05 
8.67          -0.0001182606 -5.921745e-05 
8.68          -0.000118267  -5.921746e-05 
8.69          -0.0001182737 -5.921747e-05 
8.7           -0.0001182805 -5.921747e-05 
8.71          -0.0001182875 -5.921748e-05 
8.72          -0.0001182946 -5.921749e-05 
8.73          -0.0001183018 -5.921749e-05 
8.74          -0.000118309  -5.92175e-05  
8.75          -0.0001183164 -5.921751e-05 
8.76          -0.0001183237 -5.921752e-05 
8.77          -0.000118331  -5.921752e-05 
8.78          -0.0001183382 -5.921753e-05 
8.79          -0.0001183454 -5.921754e-05 
8.8           -0.0001183525 -5.921754e-05 
8.81          -0.0001183594 -5.921755e-05 
8.82          -0.0001183662 -5.921756e-05 
8.83          -0.0001183728 -5.921756e-05 
8.84          -0.0001183792 -5.921757e-05 
8.85          -0.0001183853 -5.921758e-05 
8.86          -0.0001183912 -5.921758e-05 
8.87          -0.0001183968 -5.921759e-05 
8.88          -0.0001184021 -5.921759e-05 
8.89          -0.000118407  -5.92176e-05  
8.9           -0.0001184116 -5.92176e-05  
8.91          -0.0001184159 -5.921761e-05 
8.92          -0.0001184197 -5.921761e-05 
8.93          -0.0001184232 -5.921761e-05 
8.94          -0.0001184262 -5.921762e-05 
8.95          -0.0001184288 -5.921762e-05 
8.96          -0.000118431  -5.921762e-05 
8.97          -0.0001184328 -5.921762e-05 
8.98          -0.000118434  -5.921763e-05 
8.99          -0.0001184349 -5.921763e-05 
9             -0.0001184352 -5.921763e-05 
9.01          -0.0001184351 -5.921763e-05 
9.02          -0.0001184346 -5.921763e-05 
9.03          -0.0001184336 -5.921762e-05 
9.04          -0.0001184321 -5.921762e-05 
9.05          -0.0001184302 -5.921762e-05 
9.06          -0.0001184278 -5.921762e-05 
9.07          -0.000118425  -5.921762e-05 
9.08          -0.0001184218 -5.921761e-05 
9.09          -0.0001184182 -5.921761e-05 
9.1           -0.0001184142 -5.921761e-05 
9.11          -0.0001184098 -5.92176e-05  
9.12          -0.0001184051 -5.92176e-05  
9.13          -0.0001184    -5.921759e-05 
9.14          -0.0001183946 -5.921759e-05 
9.15          -0.0001183888 -5.921758e-05 
9.16          -0.0001183829 -5.921757e-05 
9.17          -0.0001183766 -5.921757e-05 
9.18          -0.0001183701 -5.921756e-05 
9.19          -0.0001183635 -5.921756e-05 
9.2           -0.0001183566 -5.921755e-05 
9.21          -0.0001183496 -5.921754e-05 
9.22          -0.0001183425 -5.921753e-05 
9.23          -0.0001183353 -5.921753e-05 
9.24          -0.000118328  -5.921752e-05 
9.25          -0.0001183207 -5.921751e-05 
9.26          -0.0001183134 -5.921751e-05 
9.27          -0.0001183061 -5.92175e-05  
9.28          -0.0001182989 -5.921749e-05 
9.29          -0.0001182917 -5.921748e-05 
9.3           -0.0001182846 -5.921748e-05 
9.31          -0.0001182777 -5.921747e-05 
9.32          -0.0001182709 -5.921746e-05 
9.33          -0.0001182644 -5.921746e-05 
9.34          -0.000118258  -5.921745e-05 
9.35          -0.0001182519 -5.921745e-05 
9.36          -0.000118246  -5.921744e-05 
9.37          -0.0001182405 -5.921743e-05 
9.38          -0.0001182352 -5.921743e-05 
9.39          -0.0001182303 -5.921742e-05 
9.4           -0.0001182257 -5.921742e-05 
9.41          -0.0001182215 -5.921742e-05 
9.42          -0.0001182176 -5.921741e-05 
9.43          -0.0001182142 -5.921741e-05 
9.44          -0.0001182112 -5.921741e-05 
9.45          -0.0001182086 -5.92174e-05  
9.46          -0.0001182064 -5.92174e-05  
9.47          -0.0001182047 -5.92174e-05  
9.48          -0.0001182034 -5.92174e-05  
9.49          -0.0001182026 -5.92174e-05  
9.5           -0.0001182022 -5.92174e-05  
9.51          -0.0001182023 -5.92174e-05  
9.52          -0.0001182028 -5.92174e-05  
9.53          -0.0001182038 -5.92174e-05  
9.54          -0.0001182053 -5.92174e-05  
9.55          -0.0001182072 -5.92174e-05  
9.56          -0.0001182095 -5.92174e-05  
9.57          -0.0001182122 -5.921741e-05 
9.58          -0.0001182154 -5.921741e-05 
9.59          -0.000118219  -5.921741e-05 
9.6           -0.000118223  -5.921742e-05 
9.61          -0.0001182274 -5.921742e-05 
9.62          -0.0001182321 -5.921743e-05 
9.63          -0.0001182371 -5.921743e-05 
9.64          -0.0001182425 -5.921744e-05 
9.65          -0.0001182482 -5.921744e-05 
9.66          -0.0001182541 -5.921745e-05 
9.67          -0.0001182603 -5.921745e-05 
9.68          -0.0001182668 -5.921746e-05 
9.69          -0.0001182734 -5.921747e-05 
9.7           -0.0001182803 -5.921747e-05 
9.71          -0.0001182872 -5.921748e-05 
9.72          -0.0001182943 -5.921749e-05 
9.73          -0.0001183015 -5.921749e-05 
9.74          -0.0001183088 -5.92175e-05  
9.75          -0.0001183161 -5.921751e-05 
9.76          -0.0001183234 -5.921752e-05 
9.77          -0.0001183307 -5.921752e-05 
9.78          -0.000118338  -5.921753e-05 
9.79          -0.0001183452 -5.921754e-05 
9.8           -0.0001183522 -5.921754e-05 
9.81          -0.0001183592 -5.921755e-05 
9.82          -0.000118366  -5.921756e-05 
9.83          -0.0001183726 -5.921756e-05 
9.84          -0.000118379  -5.921757e-05 
9.85          -0.0001183851 -5.921758e-05 
9.86          -0.000118391  -5.921758e-05 
9.87          -0.0001183966 -5.921759e-05 
9.88          -0.0001184019 -5.921759e-05 
9.89          -0.0001184069 -5.92176e-05  
9.9           -0.0001184115 -5.92176e-05  
9.91          -0.0001184157 -5.921761e-05 
9.92          -0.0001184196 -5.921761e-05 
9.93          -0.0001184231 -5.921761e-05 
9.94          -0.0001184261 -5.921762e-05 
9.95          -0.0001184288 -5.921762e-05 
9.96          -0.000118431  -5.921762e-05 
9.97          -0.0001184327 -5.921762e-05 
9.98          -0.000118434  -5.921763e-05 
9.99          -0.0001184348 -5.921763e-05 
10            -0.0001184352 -5.921763e-05 
