# N = 1000
# h = 0.01
# t0 = 0
# tf = 10
# time, Sun, Earth
1.49          -0.0001182024 -5.92174e-05  
1.5           -0.0001182022 -5.92174e-05  
1.51          -0.0001182024 -5.92174e-05  
1.52          -0.000118203  -5.92174e-05  
1.53          -0.0001182041 -5.92174e-05  
1.54          -0.0001182057 -5.92174e-05  
1.55          -0.0001182077 -5.92174e-05  
1.56          -0.0001182102 -5.92174e-05  
1.57          -0.000118213  -5.921741e-05 
1.58          -0.0001182163 -5.921741e-05 
1.59          -0.00011822   -5.921741e-05 
1.6           -0.0001182241 -5.921742e-05 
1.61          -0.0001182286 -5.921742e-05 
1.62          -0.0001182334 -5.921743e-05 
1.63          -0.0001182385 -5.921743e-05 
1.64          -0.000118244  -5.921744e-05 
1.65          -0.0001182497 -5.921744e-05 
1.66          -0.0001182558 -5.921745e-05 
1.67          -0.000118262  -5.921746e-05 
1.68          -0.0001182685 -5.921746e-05 
1.69          -0.0001182752 -5.921747e-05 
1.7           -0.0001182821 -5.921748e-05 
1.71          -0.0001182891 -5.921748e-05 
1.72          -0.0001182962 -5.921749e-05 
1.73          -0.0001183035 -5.92175e-05  
1.74          -0.0001183107 -5.92175e-05  
1.75          -0.0001183181 -5.921751e-05 
1.76          -0.0001183254 -5.921752e-05 
1.77          -0.0001183327 -5.921753e-05 
1.78          -0.0001183399 -5.921753e-05 
1.79          -0.0001183471 -5.921754e-05 
1.8           -0.0001183541 -5.921755e-05 
1.81          -0.000118361  -5.921755e-05 
1.82          -0.0001183677 -5.921756e-05 
1.83          -0.0001183743 -5.921757e-05 
1.84          -0.0001183806 -5.921757e-05 
1.85          -0.0001183867 -5.921758e-05 
1.86          -0.0001183925 -5.921758e-05 
1.87          -0.000118398  -5.921759e-05 
1.88          -0.0001184032 -5.921759e-05 
1.89          -0.0001184081 -5.92176e-05  
1.9           -0.0001184126 -5.92176e-05  
1.91          -0.0001184168 -5.921761e-05 
1.92          -0.0001184206 -5.921761e-05 
1.93          -0.0001184239 -5.921762e-05 
1.94          -0.0001184269 -5.921762e-05 
1.95          -0.0001184294 -5.921762e-05 
1.96          -0.0001184315 -5.921762e-05 
1.97          -0.0001184331 -5.921762e-05 
1.98          -0.0001184343 -5.921763e-05 
1.99          -0.000118435  -5.921763e-05 
2             -0.0001184353 -5.921763e-05 
2.01          -0.0001184351 -5.921763e-05 
2.02          -0.0001184344 -5.921763e-05 
2.03          -0.0001184333 -5.921762e-05 
2.04          -0.0001184317 -5.921762e-05 
2.05          -0.0001184297 -5.921762e-05 
2.06          -0.0001184272 -5.921762e-05 
2.07          -0.0001184243 -5.921762e-05 
2.08          -0.000118421  -5.921761e-05 
2.09          -0.0001184173 -5.921761e-05 
2.1           -0.0001184132 -5.92176e-05  
2.11          -0.0001184087 -5.92176e-05  
2.12          -0.0001184039 -5.92176e-05  
2.13          -0.0001183987 -5.921759e-05 
2.14          -0.0001183933 -5.921758e-05 
2.15          -0.0001183875 -5.921758e-05 
2.16          -0.0001183814 -5.921757e-05 
2.17          -0.0001183751 -5.921757e-05 
2.18          -0.0001183686 -5.921756e-05 
2.19          -0.0001183619 -5.921755e-05 
2.2           -0.000118355  -5.921755e-05 
2.21          -0.000118348  -5.921754e-05 
2.22          -0.0001183409 -5.921753e-05 
2.23          -0.0001183336 -5.921753e-05 
2.24          -0.0001183263 -5.921752e-05 
2.25          -0.000118319  -5.921751e-05 
2.26          -0.0001183117 -5.92175e-05  
2.27          -0.0001183044 -5.92175e-05  
2.28          -0.0001182972 -5.921749e-05 
2.29          -0.00011829   -5.921748e-05 
2.3           -0.000118283  -5.921748e-05 
2.31          -0.0001182761 -5.921747e-05 
2.32          -0.0001182694 -5.921746e-05 
2.33          -0.0001182629 -5.921746e-05 
2.34          -0.0001182566 -5.921745e-05 
2.35          -0.0001182505 -5.921744e-05 
2.36          -0.0001182447 -5.921744e-05 
2.37          -0.0001182392 -5.921743e-05 
2.38          -0.000118234  -5.921743e-05 
2.39          -0.0001182292 -5.921742e-05 
2.4           -0.0001182247 -5.921742e-05 
2.41          -0.0001182206 -5.921742e-05 
2.42          -0.0001182168 -5.921741e-05 
2.43          -0.0001182135 -5.921741e-05 
2.44          -0.0001182105 -5.921741e-05 
2.45          -0.000118208  -5.92174e-05  
2.46          -0.000118206  -5.92174e-05  
2.47          -0.0001182043 -5.92174e-05  
2.48          -0.0001182032 -5.92174e-05  
2.49          -0.0001182024 -5.92174e-05  
2.5           -0.0001182022 -5.92174e-05  
2.51          -0.0001182024 -5.92174e-05  
2.52          -0.000118203  -5.92174e-05  
2.53          -0.0001182041 -5.92174e-05  
2.54          -0.0001182057 -5.92174e-05  
2.55          -0.0001182077 -5.92174e-05  
2.56          -0.0001182101 -5.92174e-05  
2.57          -0.0001182129 -5.921741e-05 
2.58          -0.0001182162 -5.921741e-05 
2.59          -0.0001182199 -5.921741e-05 
2.6           -0.000118224  -5.921742e-05 
2.61          -0.0001182284 -5.921742e-05 
2.62          -0.0001182332 -5.921743e-05 
2.63          -0.0001182383 -5.921743e-05 
2.64          -0.0001182438 -5.921744e-05 
2.65          -0.0001182495 -5.921744e-05 
2.66          -0.0001182556 -5.921745e-05 
2.67          -0.0001182618 -5.921746e-05 
2.68          -0.0001182683 -5.921746e-05 
2.69          -0.000118275  -5.921747e-05 
2.7           -0.0001182819 -5.921748e-05 
2.71          -0.0001182889 -5.921748e-05 
2.72          -0.000118296  -5.921749e-05 
2.73          -0.0001183032 -5.92175e-05  
2.74          -0.0001183105 -5.92175e-05  
2.75          -0.0001183178 -5.921751e-05 
2.76          -0.0001183251 -5.921752e-05 
2.77          -0.0001183324 -5.921752e-05 
2.78          -0.0001183397 -5.921753e-05 
2.79          -0.0001183468 -5.921754e-05 
2.8           -0.0001183539 -5.921755e-05 
2.81          -0.0001183608 -5.921755e-05 
2.82          -0.0001183675 -5.921756e-05 
2.83          -0.0001183741 -5.921757e-05 
2.84          -0.0001183804 -5.921757e-05 
2.85          -0.0001183865 -5.921758e-05 
2.86          -0.0001183923 -5.921758e-05 
2.87          -0.0001183979 -5.921759e-05 
2.88          -0.0001184031 -5.921759e-05 
2.89          -0.000118408  -5.92176e-05  
2.9           -0.0001184125 -5.92176e-05  
2.91          -0.0001184167 -5.921761e-05 
2.92          -0.0001184204 -5.921761e-05 
2.93          -0.0001184238 -5.921762e-05 
2.94          -0.0001184268 -5.921762e-05 
2.95          -0.0001184293 -5.921762e-05 
2.96          -0.0001184314 -5.921762e-05 
2.97          -0.000118433  -5.921762e-05 
2.98          -0.0001184342 -5.921763e-05 
2.99          -0.000118435  -5.921763e-05 
3             -0.0001184353 -5.921763e-05 
3.01          -0.0001184351 -5.921763e-05 
3.02          -0.0001184344 -5.921763e-05 
3.03          -0.0001184333 -5.921762e-05 
3.04          -0.0001184318 -5.921762e-05 
3.05          -0.0001184298 -5.921762e-05 
3.06          -0.0001184273 -5.921762e-05 
3.07          -0.0001184244 -5.921762e-05 
3.08          -0.0001184211 -5.921761e-05 
3.09          -0.0001184174 -5.921761e-05 
3.1           -0.0001184134 -5.92176e-05  
3.11          -0.0001184089 -5.92176e-05  
3.12          -0.0001184041 -5.92176e-05  
3.13          -0.0001183989 -5.921759e-05 
3.14          -0.0001183934 -5.921759e-05 
3.15          -0.0001183877 -5.921758e-05 
3.16          -0.0001183816 -5.921757e-05 
3.17          -0.0001183753 -5.921757e-05 
3.18          -0.0001183688 -5.921756e-05 
3.19          -0.0001183621 -5.921755e-05 
3.2           -0.0001183553 -5.921755e-05 
3.21          -0.0001183482 -5.921754e-05 
3.22          -0.0001183411 -5.921753e-05 
3.23          -0.0001183339 -5.921753e-05 
3.24          -0.0001183266 -5.921752e-05 
3.25          -0.0001183193 -5.921751e-05 
3.26          -0.0001183119 -5.92175e-05  
3.27          -0.0001183047 -5.92175e-05  
3.28          -0.0001182974 -5.921749e-05 
3.29          -0.0001182903 -5.921748e-05 
3.3           -0.0001182832 -5.921748e-05 
3.31          -0.0001182763 -5.921747e-05 
3.32          -0.0001182696 -5.921746e-05 
3.33          -0.0001182631 -5.921746e-05 
3.34          -0.0001182568 -5.921745e-05 
3.35          -0.0001182507 -5.921744e-05 
3.36          -0.0001182449 -5.921744e-05 
3.37          -0.0001182394 -5.921743e-05 
3.38          -0.0001182342 -5.921743e-05 
3.39          -0.0001182293 -5.921742e-05 
3.4           -0.0001182248 -5.921742e-05 
3.41          -0.0001182207 -5.921742e-05 
3.42          -0.0001182169 -5.921741e-05 
3.43          -0.0001182136 -5.921741e-05 
3.44          -0.0001182106 -5.921741e-05 
3.45          -0.0001182081 -5.92174e-05  
3.46          -0.000118206  -5.92174e-05  
3.47          -0.0001182044 -5.92174e-05  
3.48          -0.0001182032 -5.92174e-05  
3.49          -0.0001182024 -5.92174e-05  
3.5           -0.0001182022 -5.92174e-05  
3.51          -0.0001182023 -5.92174e-05  
3.52          -0.000118203  -5.92174e-05  
3.53          -0.0001182041 -5.92174e-05  
3.54          -0.0001182056 -5.92174e-05  
3.55          -0.0001182076 -5.92174e-05  
3.56          -0.00011821   -5.92174e-05  
3.57          -0.0001182128 -5.921741e-05 
3.58          -0.0001182161 -5.921741e-05 
3.59          -0.0001182198 -5.921741e-05 
3.6           -0.0001182238 -5.921742e-05 
3.61          -0.0001182283 -5.921742e-05 
3.62          -0.000118233  -5.921743e-05 
3.63          -0.0001182382 -5.921743e-05 
3.64          -0.0001182436 -5.921744e-05 
3.65          -0.0001182493 -5.921744e-05 
3.66          -0.0001182553 -5.921745e-05 
3.67          -0.0001182616 -5.921746e-05 
3.68          -0.0001182681 -5.921746e-05 
3.69          -0.0001182748 -5.921747e-05 
3.7           -0.0001182816 -5.921747e-05 
3.71          -0.0001182886 -5.921748e-05 
3.72          -0.0001182958 -5.921749e-05 
3.73          -0.000118303  -5.92175e-05  
3.74          -0.0001183103 -5.92175e-05  
3.75          -0.0001183176 -5.921751e-05 
3.76          -0.0001183249 -5.921752e-05 
3.77          -0.0001183322 -5.921752e-05 
3.78          -0.0001183394 -5.921753e-05 
3.79          -0.0001183466 -5.921754e-05 
3.8           -0.0001183536 -5.921755e-05 
3.81          -0.0001183606 -5.921755e-05 
3.82          -0.0001183673 -5.921756e-05 
3.83          -0.0001183739 -5.921757e-05 
3.84          -0.0001183802 -5.921757e-05 
3.85          -0.0001183863 -5.921758e-05 
3.86          -0.0001183921 -5.921758e-05 
3.87          -0.0001183977 -5.921759e-05 
3.88          -0.0001184029 -5.921759e-05 
3.89          -0.0001184078 -5.92176e-05  
3.9           -0.0001184124 -5.92176e-05  
3.91          -0.0001184165 -5.921761e-05 
3.92          -0.0001184203 -5.921761e-05 
3.93          -0.0001184237 -5.921761e-05 
3.94          -0.0001184267 -5.921762e-05 
3.95          -0.0001184292 -5.921762e-05 
3.96          -0.0001184313 -5.921762e-05 
3.97          -0.000118433  -5.921762e-05 
3.98          -0.0001184342 -5.921763e-05 
3.99          -0.000118435  -5.921763e-05 
4             -0.0001184352 -5.921763e-05 
4.01          -0.0001184351 -5.921763e-05 
4.02          -0.0001184344 -5.921763e-05 
4.03          -0.0001184334 -5.921762e-05 
4.04          -0.0001184318 -5.921762e-05 
4.05          -0.0001184298 -5.921762e-05 
4.06          -0.0001184274 -5.921762e-05 
4.07          -0.0001184245 -5.921762e-05 
4.08          -0.0001184213 -5.921761e-05 
4.09          -0.0001184176 -5.921761e-05 
4.1           -0.0001184135 -5.92176e-05  
4.11          -0.000118409  -5.92176e-05  
4.12          -0.0001184042 -5.92176e-05  
4.13          -0.0001183991 -5.921759e-05 
4.14          -0.0001183936 -5.921759e-05 
4.15          -0.0001183879 -5.921758e-05 
4.16          -0.0001183818 -5.921757e-05 
4.17          -0.0001183756 -5.921757e-05 
4.18          -0.0001183691 -5.921756e-05 
4.19          -0.0001183624 -5.921755e-05 
4.2           -0.0001183555 -5.921755e-05 
4.21          -0.0001183485 -5.921754e-05 
4.22          -0.0001183413 -5.921753e-05 
4.23          -0.0001183341 -5.921753e-05 
4.24          -0.0001183268 -5.921752e-05 
4.25          -0.0001183195 -5.921751e-05 
4.26          -0.0001183122 -5.92175e-05  
4.27          -0.0001183049 -5.92175e-05  
4.28          -0.0001182977 -5.921749e-05 
4.29          -0.0001182905 -5.921748e-05 
4.3           -0.0001182835 -5.921748e-05 
4.31          -0.0001182766 -5.921747e-05 
4.32          -0.0001182698 -5.921746e-05 
4.33          -0.0001182633 -5.921746e-05 
4.34          -0.000118257  -5.921745e-05 
4.35          -0.0001182509 -5.921744e-05 
4.36          -0.0001182451 -5.921744e-05 
4.37          -0.0001182396 -5.921743e-05 
4.38          -0.0001182344 -5.921743e-05 
4.39          -0.0001182295 -5.921742e-05 
4.4           -0.000118225  -5.921742e-05 
4.41          -0.0001182208 -5.921742e-05 
4.42          -0.000118217  -5.921741e-05 
4.43          -0.0001182137 -5.921741e-05 
4.44          -0.0001182107 -5.921741e-05 
4.45          -0.0001182082 -5.92174e-05  
4.46          -0.0001182061 -5.92174e-05  
4.47          -0.0001182044 -5.92174e-05  
4.48          -0.0001182032 -5.92174e-05  
4.49          -0.0001182025 -5.92174e-05  
4.5           -0.0001182022 -5.92174e-05  
4.51          -0.0001182023 -5.92174e-05  
4.52          -0.0001182029 -5.92174e-05  
4.53          -0.000118204  -5.92174e-05  
4.54          -0.0001182055 -5.92174e-05  
4.55          -0.0001182075 -5.92174e-05  
4.56          -0.0001182099 -5.92174e-05  
4.57          -0.0001182127 -5.921741e-05 
4.58          -0.000118216  -5.921741e-05 
4.59          -0.0001182196 -5.921741e-05 
4.6           -0.0001182237 -5.921742e-05 
4.61          -0.0001182281 -5.921742e-05 
4.62          -0.0001182329 -5.921743e-05 
4.63          -0.000118238  -5.921743e-05 
4.64          -0.0001182434 -5.921744e-05 
4.65          -0.0001182491 -5.921744e-05 
4.66          -0.0001182551 -5.921745e-05 
4.67          -0.0001182614 -5.921746e-05 
4.68          -0.0001182679 -5.921746e-05 
4.69          -0.0001182746 -5.921747e-05 
4.7           -0.0001182814 -5.921747e-05 
4.71          -0.0001182884 -5.921748e-05 
4.72          -0.0001182955 -5.921749e-05 
4.73          -0.0001183027 -5.92175e-05  
4.74          -0.00011831   -5.92175e-05  
4.75          -0.0001183173 -5.921751e-05 
4.76          -0.0001183246 -5.921752e-05 
4.77          -0.0001183319 -5.921752e-05 
4.78          -0.0001183392 -5.921753e-05 
4.79          -0.0001183463 -5.921754e-05 
4.8           -0.0001183534 -5.921755e-05 
4.81          -0.0001183603 -5.921755e-05 
4.82          -0.0001183671 -5.921756e-05 
4.83          -0.0001183736 -5.921757e-05 
4.84          -0.00011838   -5.921757e-05 
4.85          -0.0001183861 -5.921758e-05 
4.86          -0.0001183919 -5.921758e-05 
4.87          -0.0001183975 -5.921759e-05 
4.88          -0.0001184027 -5.921759e-05 
4.89          -0.0001184077 -5.92176e-05  
4.9           -0.0001184122 -5.92176e-05  
4.91          -0.0001184164 -5.921761e-05 
4.92          -0.0001184202 -5.921761e-05 
4.93          -0.0001184236 -5.921761e-05 
4.94          -0.0001184266 -5.921762e-05 
4.95          -0.0001184291 -5.921762e-05 
4.96          -0.0001184313 -5.921762e-05 
4.97          -0.0001184329 -5.921762e-05 
4.98          -0.0001184342 -5.921763e-05 
4.99          -0.0001184349 -5.921763e-05 
5             -0.0001184352 -5.921763e-05 
5.01          -0.0001184351 -5.921763e-05 
5.02          -0.0001184345 -5.921763e-05 
5.03          -0.0001184334 -5.921762e-05 
5.04          -0.0001184319 -5.921762e-05 
5.05          -0.0001184299 -5.921762e-05 
5.06          -0.0001184275 -5.921762e-05 
5.07          -0.0001184246 -5.921762e-05 
5.08          -0.0001184214 -5.921761e-05 
5.09          -0.0001184177 -5.921761e-05 
5.1           -0.0001184136 -5.921761e-05 
5.11          -0.0001184092 -5.92176e-05  
5.12          -0.0001184044 -5.92176e-05  
5.13          -0.0001183993 -5.921759e-05 
5.14          -0.0001183938 -5.921759e-05 
5.15          -0.0001183881 -5.921758e-05 
5.16          -0.000118382  -5.921757e-05 
5.17          -0.0001183758 -5.921757e-05 
5.18          -0.0001183693 -5.921756e-05 
5.19          -0.0001183626 -5.921755e-05 
5.2           -0.0001183557 -5.921755e-05 
5.21          -0.0001183487 -5.921754e-05 
5.22          -0.0001183416 -5.921753e-05 
5.23          -0.0001183343 -5.921753e-05 
5.24          -0.0001183271 -5.921752e-05 
5.25          -0.0001183197 -5.921751e-05 
5.26          -0.0001183124 -5.921751e-05 
5.27          -0.0001183051 -5.92175e-05  
5.28          -0.0001182979 -5.921749e-05 
5.29          -0.0001182907 -5.921748e-05 
5.3           -0.0001182837 -5.921748e-05 
5.31          -0.0001182768 -5.921747e-05 
5.32          -0.0001182701 -5.921746e-05 
5.33          -0.0001182635 -5.921746e-05 
5.34          -0.0001182572 -5.921745e-05 
5.35          -0.0001182511 -5.921744e-05 
5.36          -0.0001182453 -5.921744e-05 
5.37          -0.0001182398 -5.921743e-05 
5.38          -0.0001182345 -5.921743e-05 
5.39          -0.0001182296 -5.921742e-05 
5.4           -0.0001182251 -5.921742e-05 
5.41          -0.0001182209 -5.921742e-05 
5.42          -0.0001182172 -5.921741e-05 
5.43          -0.0001182138 -5.921741e-05 
5.44          -0.0001182108 -5.921741e-05 
5.45          -0.0001182083 -5.92174e-05  
5.46          -0.0001182061 -5.92174e-05  
5.47          -0.0001182045 -5.92174e-05  
5.48          -0.0001182032 -5.92174e-05  
5.49          -0.0001182025 -5.92174e-05  
5.5           -0.0001182022 -5.92174e-05  
5.51          -0.0001182023 -5.92174e-05  
5.52          -0.0001182029 -5.92174e-05  
5.53          -0.000118204  -5.92174e-05  
5.54          -0.0001182055 -5.92174e-05  
5.55          -0.0001182074 -5.92174e-05  
5.56          -0.0001182098 -5.92174e-05  
5.57          -0.0001182126 -5.921741e-05 
5.58          -0.0001182159 -5.921741e-05 
5.59          -0.0001182195 -5.921741e-05 
5.6           -0.0001182236 -5.921742e-05 
5.61          -0.000118228  -5.921742e-05 
5.62          -0.0001182327 -5.921743e-05 
5.63          -0.0001182378 -5.921743e-05 
5.64          -0.0001182432 -5.921744e-05 
5.65          -0.000118249  -5.921744e-05 
5.66          -0.0001182549 -5.921745e-05 
5.67          -0.0001182612 -5.921745e-05 
5.68          -0.0001182677 -5.921746e-05 
5.69          -0.0001182743 -5.921747e-05 
5.7           -0.0001182812 -5.921747e-05 
5.71          -0.0001182882 -5.921748e-05 
5.72          -0.0001182953 -5.921749e-05 
5.73          -0.0001183025 -5.92175e-05  
5.74          -0.0001183098 -5.92175e-05  
5.75          -0.0001183171 -5.921751e-05 
5.76          -0.0001183244 -5.921752e-05 
5.77          -0.0001183317 -5.921752e-05 
5.78          -0.0001183389 -5.921753e-05 
5.79          -0.0001183461 -5.921754e-05 
5.8           -0.0001183532 -5.921755e-05 
5.81          -0.0001183601 -5.921755e-05 
5.82          -0.0001183669 -5.921756e-05 
5.83          -0.0001183734 -5.921757e-05 
5.84          -0.0001183798 -5.921757e-05 
5.85          -0.0001183859 -5.921758e-05 
5.86          -0.0001183918 -5.921758e-05 
5.87          -0.0001183973 -5.921759e-05 
5.88          -0.0001184026 -5.921759e-05 
5.89          -0.0001184075 -5.92176e-05  
5.9           -0.0001184121 -5.92176e-05  
5.91          -0.0001184163 -5.921761e-05 
5.92          -0.0001184201 -5.921761e-05 
5.93          -0.0001184235 -5.921761e-05 
5.94          -0.0001184265 -5.921762e-05 
5.95          -0.0001184291 -5.921762e-05 
5.96          -0.0001184312 -5.921762e-05 
5.97          -0.0001184329 -5.921762e-05 
5.98          -0.0001184341 -5.921763e-05 
5.99          -0.0001184349 -5.921763e-05 
6             -0.0001184352 -5.921763e-05 
6.01          -0.0001184351 -5.921763e-05 
6.02          -0.0001184345 -5.921763e-05 
6.03          -0.0001184334 -5.921762e-05 
6.04          -0.0001184319 -5.921762e-05 
6.05          -0.00011843   -5.921762e-05 
6.06          -0.0001184276 -5.921762e-05 
6.07          -0.0001184247 -5.921762e-05 
6.08          -0.0001184215 -5.921761e-05 
6.09          -0.0001184178 -5.921761e-05 
6.1           -0.0001184138 -5.921761e-05 
6.11          -0.0001184094 -5.92176e-05  
6.12          -0.0001184046 -5.92176e-05  
6.13          -0.0001183994 -5.921759e-05 
6.14          -0.000118394  -5.921759e-05 
6.15          -0.0001183883 -5.921758e-05 
6.16          -0.0001183822 -5.921757e-05 
6.17          -0.000118376  -5.921757e-05 
6.18          -0.0001183695 -5.921756e-05 
6.19          -0.0001183628 -5.921755e-05 
6.2           -0.0001183559 -5.921755e-05 
6.21          -0.0001183489 -5.921754e-05 
6.22          -0.0001183418 -5.921753e-05 
6.23          -0.0001183346 -5.921753e-05 
6.24          -0.0001183273 -5.921752e-05 
6.25          -0.00011832   -5.921751e-05 
6.26          -0.0001183127 -5.921751e-05 
6.27          -0.0001183054 -5.92175e-05  
6.28          -0.0001182981 -5.921749e-05 
6.29          -0.000118291  -5.921748e-05 
6.3           -0.0001182839 -5.921748e-05 
6.31          -0.000118277  -5.921747e-05 
6.32          -0.0001182703 -5.921746e-05 
6.33          -0.0001182637 -5.921746e-05 
6.34          -0.0001182574 -5.921745e-05 
6.35          -0.0001182513 -5.921745e-05 
